web-scraper-order,web-scraper-start-url,Name,Redaktionssitz,Verlag
"1632990151-18875","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Tölzer Kurier","Bad Tölz","Münchener Zeitungs-Verlag GmbH & Co. KG"
"1632990151-18554","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Fläming Echo","Bad Belzig","Märkische Verlags- und Druck-Gesellschaft mbH Potsdam"
"1632990151-18620","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Höchster Kreisblatt","Frankfurt-Höchst, Hofheim am Taunus","Frankfurter Societäts-Druckerei GmbH"
"1632990151-18890","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Vogtlandanzeiger","Plauen","Vogtland-Anzeiger GmbH"
"1632990151-18548","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Erlanger Nachrichten","Erlangen","Nürnberger Presse Druckhaus Nürnberg GmbH & Co."
"1632990151-18606","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Havelländer, Der","Falkensee","Märkische Verlags- und Druck-Gesellschaft mbH Potsdam"
"1632990151-18845","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Stader Tageblatt","Stade","Karl Krause GmbH und Co. KG"
"1632990151-18842","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Solinger Tageblatt","Solingen","B. Boll, Verlag des Solinger Tageblattes GmbH & Co. KG"
"1632990151-18571","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Fuldaer Zeitung","Fulda","Verlag Parzeller GmbH & Co. KG"
"1632990151-18681","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Meinerzhagener Zeitung","Meinerzhagen","Märkischer Zeitungsverlag GmbH & Co. KG"
"1632990151-18743","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Oberhessische Zeitung","Alsfeld","Verlagsgesellschaft Vogelsberg GmbH & Co. KG"
"1632990151-18732","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Norderstedter Zeitung","Norderstedt","Zeitungsgruppe Hamburg GmbH"
"1632990151-18826","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Schwäbisches Tagblatt","Tübingen","Verlag Schwäbisches Tagblatt GmbH"
"1632990151-18765","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Patriot, Der","Lippstadt","Zeitungsverlag Der Patriot GmbH"
"1632990151-18670","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Main-Echo","Aschaffenburg","Verlag und Druckerei Main-Echo GmbH & Co. KG"
"1632990151-18907","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Wesermarsch-Zeitung","Nordenham","Nordwest-Zeitung Verlagsgesellschaft mbH & Co. KG"
"1632990151-18618","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Hilpoltsteiner Kurier","Hilpoltstein","Donaukurier Verlagsgesellschaft mbH & Co KG"
"1632990151-18745","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Odenwälder Echo","Erbach (Odenwald)","Echo Zeitungen GmbH"
"1632990151-18624","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Holsteiner Zeitung","Kiel","Kieler Zeitung Verlags- und Druckerei KG GmbH"
"1632990151-18506","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Chiemgau-Zeitung","Prien am Chiemsee","Oberbayerisches Volksblatt GmbH & Co. Medienhaus KG"
"1632990151-18447","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Allgemeine Zeitung","Mainz","Verlagsgruppe Rhein Main GmbH & Co. KG"
"1632990151-18802","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Roth-Hilpoltsteiner Volkszeitung","Roth/Hilpoltstein","Nürnberger Presse Druckhaus Nürnberg GmbH & Co."
"1632990151-18590","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Gransee-Zeitung","Gransee","Märkischer Zeitungsverlag"
"1632990151-18628","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Husumer Nachrichten","Husum","Schleswig-Holsteinischer Zeitungsverlag"
"1632990151-18871","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Templiner Zeitung","Templin","Kurierverlags GmbH & Co. KG"
"1632990151-18517","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Demminer Zeitung","Demmin","Kurierverlags GmbH & Co. KG"
"1632990151-18499","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Buchloer Zeitung","Buchloe","Allgäuer Zeitungsverlag GmbH"
"1632990151-18738","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Nürnberger Zeitung","Nürnberg","Nürnberger Presse Druckhaus Nürnberg GmbH & Co."
"1632990151-18773","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Pforzheimer Kurier","Pforzheim","Badische Neueste Nachrichten"
"1632990151-18714","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Neue Osnabrücker Zeitung","Osnabrück","Neue Osnabrücker Zeitung GmbH & Co. KG"
"1632990151-18809","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Saarbrücker Zeitung","Saarbrücken","Saarbrücker Zeitung Verlag und Druckerei"
"1632990151-18764","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Passauer Neue Presse","Passau","Verlagsgruppe Passau GmbH"
"1632990151-18926","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Wolfenbütteler Anzeiger","Wolfenbüttel","Braunschweiger Zeitungsverlag GmbH und Co. KG"
"1632990151-18768","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Peiner Nachrichten","Peine","Braunschweiger Zeitungsverlag GmbH und Co. KG"
"1632990151-18761","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Ostthüringer Zeitung","Gera","OTZ – Ostthüringer Zeitung Verlag GmbH & Co. KG"
"1632990151-18917","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Westricher Rundschau","Kusel","Rheinpfalz Verlag und Druckerei GmbH und Co. KG"
"1632990151-18662","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Lingener Tagespost","Lingen","Neue Osnabrücker Zeitung GmbH & Co. KG"
"1632990151-18723","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Neu-Ulmer Zeitung","Neu-Ulm","Mediengruppe Pressedruck"
"1632990151-18535","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Eberbacher Zeitung","Eberbach","Neckartal Printmedien GmbH & Co. KG"
"1632990151-18863","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Tageblatt für den Kreis Steinfurt","Ochtrup","Tageblatt Steinfurt GmbH & Co.KG"
"1632990151-18734","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Nordkurier","Neubrandenburg","Kurierverlags GmbH & Co. KG"
"1632990151-18440","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Aichacher Zeitung","Aichach","Mayer & Söhne Druck- und Mediengruppe GmbH"
"1632990151-18513","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Deggendorfer Zeitung","Deggendorf","Neue Presse Verlags-GmbH"
"1632990151-18650","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Lahrer Zeitung","Lahr","Lahrer Zeitung GmbH"
"1632990151-18664","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Lübecker Nachrichten","Lübeck","Lübecker Nachrichten GmbH"
"1632990151-18900","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Weißenburger Tagblatt","Weißenburg","Nürnberger Presse Druckhaus Nürnberg GmbH & Co."
"1632990151-18753","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Osterländer Volkszeitung","Leipzig","Leipziger Verlags- und Druckereigesellschaft"
"1632990151-18840","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Sinsheimer Nachrichten","Sinsheim","Rhein-Neckar-Zeitung GmbH"
"1632990151-18633","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Isar-Loisach Bote","Wolfratshausen","Münchener Zeitungs-Verlag GmbH & Co. KG"
"1632990151-18511","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Darmstädter Echo","Darmstadt","Echo Zeitungen GmbH"
"1632990151-18817","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Schleswiger Nachrichten","Schleswig","Schleswig-Holsteinischer Zeitungsverlag"
"1632990151-18823","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Schwabacher Tagblatt","Schwabach","Nürnberger Presse Druckhaus Nürnberg GmbH & Co."
"1632990151-18846","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Starkenburger Echo","Heppenheim","Echo Zeitungen GmbH"
"1632990151-18475","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Berliner Morgenpost","Berlin","Ullstein GmbH"
"1632990151-18796","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Rheinpfalz, Die","Ludwigshafen am Rhein","Rheinpfalz Verlag und Druckerei GmbH und Co. KG"
"1632990151-18735","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Nordsee-Zeitung","Bremerhaven","Nordsee-Zeitung GmbH"
"1632990151-18790","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Rems-Zeitung","Schwäbisch Gmünd","Remsdruckerei Sigg, Härtel u. Co. KG"
"1632990151-18892","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Waldeckische Landeszeitung","Korbach","Wilhelm Bing Druckerei und Verlag GmbH"
"1632990151-18449","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Allgemeiner Anzeiger. Nachrichten für das märkische Sauerland","Halver","Märkischer Zeitungsverlag GmbH & Co. KG"
"1632990151-18542","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Einbecker Morgenpost","Einbeck","Druck und Verlag Heinrich Rüttgerodt GmbH + Co. KG"
"1632990151-18861","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Syker Kurier","Syke","Bremer Tageszeitungen AG"
"1632990151-18793","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Rheiderland-Zeitung","Weener","H. Risius KG"
"1632990151-18464","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Bad Oeynhausener Kurier","Bad Oeynhausen","Neue Westfälische GmbH & Co. KG"
"1632990151-18534","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Dürener Zeitung","Düren","Zeitungsverlag Aachen GmbH"
"1632990151-18574","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Gandersheimer Kreisblatt","Bad Gandersheim","Gandersheimer Kreisblatt GmbH & Co. KG"
"1632990151-18637","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","junge Welt","Berlin","Verlag 8. Mai GmbH"
"1632990151-18529","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Donau-Zeitung","Dillingen an der Donau","Mediengruppe Pressedruck"
"1632990151-18860","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Sulzbach-Rosenberger Zeitung","Sulzbach-Rosenberg","Der neue Tag (Oberpfälzischer Kurier) Druck- und Verlagshaus GmbH"
"1632990151-18919","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Wetzlarer Neue Zeitung","Wetzlar","Wetzlardruck GmbH"
"1632990151-18573","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Fürther Nachrichten","Fürth","Nürnberger Presse Druckhaus Nürnberg GmbH & Co."
"1632990151-18507","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Coburger Tageblatt","Coburg","Coburger Tageblatt Verlag & Medien GmbH & Co. KG"
"1632990151-18500","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Bünder Tageblatt","Bünde","Neue Westfälische GmbH & Co. KG"
"1632990151-18579","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Gelnhäuser Tageblatt","Gelnhausen","Gießener Anzeiger Verlags GmbH & Co KG"
"1632990151-18736","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Nordwest-Zeitung","Oldenburg (Oldenburg)","Nordwest-Zeitung Verlagsgesellschaft mbH & Co. KG"
"1632990151-18452","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Altmark Zeitung","Salzwedel","C. Beckers Buchdruckerei GmbH & Co. KG"
"1632990151-18551","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Fehmarnsches Tageblatt","Fehmarn","Burg-Verlag GmbH & Co. KG"
"1632990151-18431","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Aar-Bote","Bad Schwalbach","Verlagsgruppe Rhein Main GmbH & Co. KG"
"1632990151-18563","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Fränkische Landeszeitung","Ansbach","Fränkische Landeszeitung GmbH"
"1632990151-18815","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Schifferstadter Tagblatt","Schifferstadt","Geier-Druck-Verlag"
"1632990151-18812","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Schaumburger Nachrichten","Stadthagen","Schaumburger Nachrichten Verlagsgesellschaft mbH & Co. KG"
"1632990151-18913","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Westfälische Nachrichten","Münster","Aschendorff Medien GmbH & Co. KG"
"1632990151-18630","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Illertisser Zeitung","Illertissen","Mediengruppe Pressedruck"
"1632990151-18827","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Schwabmünchner Allgemeine","Schwabmünchen","Mediengruppe Pressedruck"
"1632990151-18599","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Hanauer Anzeiger","Hanau","Hanauer Anzeiger GmbH & Co KG"
"1632990151-18880","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Türkiye","Mörfelden-Walldorf","Media-Daten Verlag"
"1632990151-18716","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Neue Presse (Hannover)","Hannover","Verlagsgesellschaft Madsack GmbH & Co. KG"
"1632990151-18792","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Reutlinger Nachrichten","Reutlingen","Reutlinger Nachrichten"
"1632990151-18432","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Abendzeitung","München","Die Abendzeitung GmbH & Co KG"
"1632990151-18456","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Ammerländer Nachrichten","Westerstede","Nordwest-Zeitung Verlagsgesellschaft mbH & Co. KG"
"1632990151-18806","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Ruppiner Anzeiger","Neuruppin","Märkischer Zeitungsverlag"
"1632990151-18928","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Wolfsburger Nachrichten","Wolfsburg","Braunschweiger Zeitungsverlag GmbH und Co. KG"
"1632990151-18747","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Offenburger Tageblatt","Offenburg","Reiff Verlag KG"
"1632990151-18870","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Teckbote, Der","Kirchheim unter Teck","GO Verlag GmbH & Co. KG"
"1632990151-18492","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Brandenburger Kurier","Brandenburg an der Havel","Märkische Verlags- und Druck-Gesellschaft mbH Potsdam"
"1632990151-18785","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Recklinghäuser Zeitung","Recklinghausen","Verlag J. Bauer KG"
"1632990151-18794","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Rheinische Post","Düsseldorf","Rheinische Post Verlagsgesellschaft mbH"
"1632990151-18596","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Hallertauer Zeitung","Mainburg","Jos. Thomann’sche Buchdruckerei, Verlag der Landshuter Zeitung"
"1632990151-18784","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Pyrmonter Nachrichten","Bad Pyrmont","Deister- und Weserzeitung Verlagsgesellschaft mbH & Co. KG"
"1632990151-18665","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Luckenwalder Rundschau","Luckenwalde","Märkische Verlags- und Druck-Gesellschaft mbH Potsdam"
"1632990151-18795","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Rhein-Neckar-Zeitung","Heidelberg","Rhein-Neckar-Zeitung GmbH"
"1632990151-18717","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Neue Ruhr/Neue Rhein Zeitung","Essen","Zeitungsverlag Niederrhein GmbH & Co. Essen KG"
"1632990151-18837","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Serbske Nowiny","Bautzen","Domowina-Verlag"
"1632990151-18685","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Meppener Tagespost","Meppen","Neue Osnabrücker Zeitung GmbH & Co. KG"
"1632990151-18829","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Schwarzwälder Post","Zell am Harmersbach","Druckerei Fuchs Verlag Schwarzwälder Post"
"1632990151-18672","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Maintal Tagesanzeiger","Maintal","Maintal Tagesanzeiger Verlags GmbH"
"1632990151-18830","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Schweriner Volkszeitung","Schwerin","Zeitungsverlag Schwerin GmbH & Co. KG,"
"1632990151-18783","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Prignitz Kurier","Pritzwalk/Perleberg","Märkische Verlags- und Druck-Gesellschaft mbH Potsdam"
"1632990151-18896","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Wedel-Schulauer Tageblatt","Pinneberg","A. Beig Druckerei und Verlag GmbH & Co. KG"
"1632990151-18439","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Aichacher Nachrichten","Aichach","Mediengruppe Pressedruck"
"1632990151-18881","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","tz","München","Zeitungsverlag tz München GmbH & Co. KG"
"1632990151-18577","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Geislinger Zeitung","Geislingen","Geislinger Zeitung Verlags-GmbH & Co. KG"
"1632990151-18903","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Werra-Rundschau","Eschwege","Werra Verlag Kluthe KG"
"1632990151-18832","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Sechsämter Neueste Nachrichten","Wunsiedel","Frankenpost Verlag GmbH"
"1632990151-18550","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Express","Köln","M. DuMont Schauberg Expedition der Kölnischen Zeitung GmbH & Co. KG"
"1632990151-18818","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Schleswig-Holsteinische Landeszeitung","Rendsburg","Schleswig-Holsteinischer Zeitungsverlag"
"1632990151-18615","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Hertener Allgemeine","Herten","Verlag J. Bauer KG"
"1632990151-18463","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Bad Dürkheimer Zeitung","Bad Dürkheim","Rheinpfalz Verlag und Druckerei GmbH und Co. KG"
"1632990151-18702","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Münstersche Zeitung","Münster","MZ Medien Holding GmbH & Co. KG"
"1632990151-18562","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Frankfurter Rundschau","Frankfurt am Main","Frankfurter Rundschau GmbH"
"1632990151-18607","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Heidenheimer Neue Presse","Heidenheim an der Brenz","Heidenheimer Zeitung GmbH & Co.KG"
"1632990151-18520","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Dieburger Anzeiger","Dieburg","Pressehaus Bintz-Verlag GmbH & Co. KG,"
"1632990151-18676","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Markgräfler Tagblatt","Schopfheim","Oberbadisches Verlagshaus Georg Jaumann GmbH & Co. KG"
"1632990151-18540","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Eichsfelder Tageblatt","Duderstadt","Göttinger Tageblatt GmbH & Co. KG"
"1632990151-18767","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Peiner Allgemeine Zeitung","Peine","Madsack Medien Ostniedersachsen GmbH & Co. KG"
"1632990151-18934","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Zollern-Alb-Kurier","Balingen","Druck + Verlagshaus Hermann Daniel GmbH & Co. KG"
"1632990151-18448","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Allgemeine Zeitung der Lüneburger Heide","Uelzen","C. Beckers Buchdruckerei GmbH & Co. KG"
