web-scraper-order,web-scraper-start-url,Name,Redaktionssitz,Verlag
"1632990151-18497","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Bruchsaler Rundschau","Bruchsal","Badische Neueste Nachrichten Badendruck GmbH"
"1632990151-18746","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Offenbach-Post","Offenbach am Main","Pressehaus Bintz-Verlag GmbH & Co KG"
"1632990151-18888","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Vilsbiburger Zeitung","Vilsbiburg","Cl. Attenkofer'sche Buch- und Kunstdruckerei KG"
"1632990151-18877","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Traunsteiner Tagblatt","Traunstein","A. Miller Zeitungsverlag"
"1632990151-18686","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Millî Gazete","Mörfelden-Walldorf","Yeni Nesriyat A.S"
"1632990151-18805","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Rundschau für den Schwäbischen Wald","Gaildorf","Neue Kreis-Rundschau GmbH"
"1632990151-18759","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Ostholsteiner Zeitung","Kiel","Kieler Zeitung Verlags- und Druckerei KG GmbH"
"1632990151-18763","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Pasewalker Zeitung","Pasewalk","Kurierverlags GmbH & Co. KG"
"1632990151-18555","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Flensborg Avis","Flensburg","Flensborg Avis AG"
"1632990151-18933","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Zevener Zeitung","Zeven","J.F. Zeller GmbH & Co. KG"
"1632990151-18436","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Ahlener Tageblatt","Ahlen","E. Holterdorf GmbH & Co. KG"
"1632990151-18484","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Böhme-Zeitung","Soltau","Mundschenk Nachrichtengesellschaft GmbH & Co. KG"
"1632990151-18908","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Westallgäuer, Der","Weiler im Allgäu","Holzer Druck und Medien"
"1632990151-18703","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Müritz-Zeitung","Waren (Müritz)","Kurierverlags GmbH & Co. KG"
"1632990151-18485","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Bonner General-Anzeiger","Bonn","Bonner Zeitungsdruckerei und Verlagsanstalt H. Neusser GmbH"
"1632990151-18848","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Stimberg-Zeitung","Oer-Erkenschwick","Verlag J. Bauer KG"
"1632990151-18709","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Neckarquelle, Die","Villingen-Schwenningen","Kuhn Fachverlag GmbH & Co. KG"
"1632990151-18698","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Münchner Merkur","München","Münchener Zeitungs-Verlag GmbH & Co. KG"
"1632990151-18581","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Generalanzeiger Wuppertal","Wuppertal","W. Girardet KG"
"1632990151-18444","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Allgäuer Zeitung","Kempten (Allgäu)","Allgäuer Zeitungsverlag GmbH"
"1632990151-18729","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Norddeutsche Rundschau","Itzehoe","Schleswig-Holsteinischer Zeitungsverlag"
"1632990151-18610","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Hellweger Anzeiger","Unna","Zeitungsverlag Rubens GmbH & Co. KG"
"1632990151-18455","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Amberger Zeitung","Amberg","Der neue Tag (Oberpfälzischer Kurier) Druck- und Verlagshaus GmbH"
"1632990151-18552","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Fellbacher Zeitung","Fellbach","Stuttgarter Nachrichten Verlagsgesellschaft mbH"
"1632990151-18587","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Goslarsche Zeitung","Goslar","Karl Krause GmbH und Co. KG"
"1632990151-18720","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Neues Deutschland","Berlin","Neues Deutschland Druckerei und Verlags GmbH"
"1632990151-18604","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Harz Kurier","Osterode","Harz Kurier Verlagsgesellschaft mbH & Co KG"
"1632990151-18437","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Ahlener Zeitung","Ahlen","Aschendorff Medien GmbH & Co. KG"
"1632990151-18782","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Prenzlauer Zeitung","Neubrandenburg","Kurierverlags GmbH & Co. KG"
"1632990151-18684","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Memminger Zeitung","Memmingen","Allgäuer Zeitungsverlag GmbH"
"1632990151-18712","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Neue Deister-Zeitung","Springe","Druck- und Verlagshaus J. C. Erhardt GmbH"
"1632990151-18646","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Kreiszeitung","Syke","Kreiszeitung Verlagsgesellschaft mbH & Co. KG"
"1632990151-18779","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Plattlinger Anzeiger","Plattling","Cl. Attenkofer'sche Buch- und Kunstdruckerei KG"
"1632990151-18663","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Lippische Landes-Zeitung","Detmold","Lippischer Zeitungsverlag"
"1632990151-18683","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Meller Kreisblatt","Melle","Neue Osnabrücker Zeitung GmbH & Co. KG"
"1632990151-18668","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Ludwigshafener Rundschau","Ludwigshafen am Rhein","Rheinpfalz Verlag und Druckerei GmbH und Co. KG"
"1632990151-18488","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Börsen-Zeitung","Frankfurt am Main","Herausgebergemeinschaft Wertpapier-MitteilungenKeppler, Lehmann GmbH & Co. KG"
"1632990151-18920","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Wiesbadener Kurier","Wiesbaden","Wiesbadener Kurier GmbH & Co. Verlag und Druckerei KG"
"1632990151-18578","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Gelnhäuser Neue Zeitung","Gelnhausen","Druck- und Pressehaus Naumann KG"
"1632990151-18825","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Schwäbische Zeitung","Ravensburg","Schwäbischer Verlag GmbH & Co. KG"
"1632990151-18849","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Stormarner Tageblatt","Bad Oldesloe","Schleswig-Holsteinischer Zeitungsverlag"
"1632990151-18575","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Garmisch-Partenkirchner Tagblatt","Garmisch-Partenkirchen","Münchener Zeitungs-Verlag GmbH & Co. KG"
"1632990151-18611","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Helmstedter Nachrichten","Helmstedt","Braunschweiger Zeitungsverlag GmbH und Co. KG"
"1632990151-18742","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Oberhessische Presse","Marburg","Hitzeroth Druck + Medien GmbH & Co. KG"
"1632990151-18496","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Brenztal-Bote","Giengen","Verlag Brenztal-Bote M. Bollinger"
"1632990151-18853","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Stuttgarter Zeitung","Stuttgart","Stuttgarter Zeitung Verlagsgesellschaft mbH"
"1632990151-18724","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Niederelbe-Zeitung","Cuxhaven","Cuxhaven-Niederelbe Verlagsgesellschaft mbH & Co. KG"
"1632990151-18883","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Unterhaardter Rundschau","Grünstadt","Rheinpfalz Verlag und Druckerei GmbH und Co. KG"
"1632990151-18466","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Badische Zeitung","Freiburg","Badischer Verlag GmbH & Co. KG"
"1632990151-18695","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Mühlacker Tagblatt","Mühlacker","Karl Elser GmbH"
"1632990151-18762","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Paderborner Kreiszeitung","Paderborn","Neue Westfälische GmbH & Co. KG"
"1632990151-18460","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Augsburger Allgemeine","Augsburg","Mediengruppe Pressedruck"
"1632990151-18569","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Freisinger Tagblatt","Freising","Münchener Zeitungs-Verlag GmbH & Co. KG"
"1632990151-18813","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Schaumburger Zeitung","Rinteln","C. Bösendahl GmbH & Co. KG"
"1632990151-18629","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Ibbenbürener Volkszeitung","Ibbenbüren","ivz.medien GmbH & Co. KG"
"1632990151-18654","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Landsberger Tagblatt","Landsberg am Lech","Mediengruppe Pressedruck"
"1632990151-18553","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Filder-Zeitung","Leinfelden-Echterdingen","Stuttgarter Zeitung Verlagsgesellschaft mbH"
"1632990151-18634","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Isenhagener Kreisblatt","Wittingen","C. Beckers Buchdruckerei GmbH & Co. KG"
"1632990151-18730","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Norddeutsche, Die","Bremen","Bremer Tageszeitungen AG"
"1632990151-18584","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Gifhorner Rundschau","Gifhorn","Braunschweiger Zeitungsverlag GmbH und Co. KG"
"1632990151-18669","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Magdeburger Volksstimme","Magdeburg","Magdeburger Verlags- und Druckhaus GmbH"
"1632990151-18547","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Erdinger Anzeiger","Erding","Münchener Zeitungs-Verlag GmbH & Co. KG"
"1632990151-18833","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Sechsämterbote","Wunsiedel","Frankenpost Verlag GmbH"
"1632990151-18923","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Winnender Zeitung","Winnenden","Zeitungsverlag GmbH & Co Waiblingen KG"
"1632990151-18864","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Tagesnachrichten für taubblinde Menschen","Berlin","Deutschen Blinden- und Sehbehindertenverband"
"1632990151-18789","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Remscheider General-Anzeiger","Remscheid","J. F. Ziegler KG Druckerei und Verlag"
"1632990151-18930","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Yeni Özgür Politika","Frankfurt am Main","Medya Presse- und Werbeagentur GmbH"
"1632990151-18807","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Ruppiner Tageblatt","Neuruppin","Märkische Verlags- und Druck-Gesellschaft mbH Potsdam"
"1632990151-18786","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Regionale Rundschau","Stuhr","Bremer Tageszeitungen AG"
"1632990151-18689","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Mittelbayerische Zeitung","Regensburg","Mittelbayerischer Verlag KG"
"1632990151-18546","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Ems-Zeitung","Papenburg","Neue Osnabrücker Zeitung GmbH & Co. KG"
"1632990151-18835","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Segeberger Zeitung","Bad Segeberg","C.H. Wäser KG GmbH & Co"
"1632990151-18467","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Badisches Tagblatt","Baden-Baden","Badisches Tagblatt GmbH"
"1632990151-18700","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Münsterländische Tageszeitung","Cloppenburg","Hermann Imsiecke Druck u. Verlag GmbH"
"1632990151-18882","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Uetersener Nachrichten","Uetersen","Uetersener Nachrichten GmbH"
"1632990151-18798","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Rhön- und Saalepost","Bad Neustadt","Rötter Druck und Verlag"
"1632990151-18898","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Weilheimer Tagblatt/Penzberger Merkur","Weilheim in Oberbayern","Münchener Zeitungs-Verlag GmbH & Co. KG"
"1632990151-18706","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Naumburger Tageblatt","Naumburg (Saale)","Zeitungsverlag Naumburg Nebra GmbH & Co. KG"
"1632990151-18489","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Bote vom Unter-Main","Miltenberg","Verlag und Druckerei Main-Echo GmbH & Co. KG"
"1632990151-18643","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Kornwestheimer Zeitung","Kornwestheim","Stuttgarter Nachrichten Verlagsgesellschaft mbH"
"1632990151-18514","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Deister- und Weserzeitung","Hameln","Deister- und Weserzeitung Verlagsgesellschaft mbH & Co. KG"
"1632990151-18911","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Westfalen-Blatt","Bielefeld","Westfalen-Blatt Vereinigte Zeitungsverlage GmbH"
"1632990151-18850","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Straubinger Tagblatt","Straubing","Cl. Attenkofer'sche Buch- und Kunstdruckerei KG"
"1632990151-18688","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Mindener Tageblatt","Minden","J.C.C. Bruns Betriebs GmbH"
"1632990151-18677","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Märkische Allgemeine","Potsdam","Märkische Verlags- und Druck-Gesellschaft mbH Potsdam"
"1632990151-18616","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Hessische/Niedersächsische Allgemeine","Kassel","Verlag Dierichs GmbH & Co KG"
"1632990151-18799","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Rhön- und Streubote","Mellrichstadt","Druckerei Richard Mack GmbH & Co. KG"
"1632990151-18916","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Westhavelländer","Rathenow","Märkische Verlags- und Druck-Gesellschaft mbH Potsdam"
"1632990151-18595","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Haller Tagblatt","Schwäbisch Hall","Zeitungsverlag Schwäbisch Hall GmbH"
"1632990151-18839","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Sindelfinger Zeitung","Sindelfingen","Röhm Verlag & Medien GmbH & Co. KG"
"1632990151-18821","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Schorndorfer Nachrichten","Schorndorf","Zeitungsverlag GmbH & Co Waiblingen KG"
"1632990151-18787","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Rehauer Tagblatt","Rehau","Frankenpost Verlag GmbH"
"1632990151-18597","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Hamburger Abendblatt","Hamburg","Zeitungsgruppe Hamburg GmbH"
"1632990151-18800","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Rieser Nachrichten","Nördlingen","Mediengruppe Pressedruck"
"1632990151-18884","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Usinger Anzeiger","Usingen","Gießener Anzeiger Verlags GmbH & Co KG"
"1632990151-18758","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Ostholsteiner Anzeiger","Eutin","Schleswig-Holsteinischer Zeitungsverlag"
"1632990151-18659","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Leipziger Volkszeitung","Leipzig","Leipziger Verlags- und Druckereigesellschaft"
"1632990151-18697","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Münchberg-Helmbrechtser Tageszeitung","Münchberg","Frankenpost Verlag GmbH"
"1632990151-18461","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","B.Z.","Berlin","B.Z. Ullstein GmbH"
"1632990151-18498","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Brunsbütteler Zeitung","Brunsbüttel","Boyens Medien GmbH & Co. KG"
"1632990151-18430","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Aachener Zeitung","Aachen","Zeitungsverlag Aachen GmbH"
"1632990151-18609","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Heilbronner Stimme","Heilbronn","Heilbronner Stimme GmbH & Co. KG"
"1632990151-18876","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Torgauer Zeitung","Torgau","Torgauer Verlagsgesellschaft mbH & Co."
"1632990151-18713","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Neue Oranienburger Zeitung","Oranienburg","Märkische Verlags- und Druck-Gesellschaft mbH Potsdam"
"1632990151-18572","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Fürstenfeldbrucker Tagblatt","Fürstenfeldbruck","Münchener Zeitungs-Verlag GmbH & Co. KG"
"1632990151-18771","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Pfälzische Volkszeitung","Kaiserslautern","Rheinpfalz Verlag und Druckerei GmbH und Co. KG"
"1632990151-18816","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Schlei-Bote","Flensburg","Schleswig-Holsteinischer Zeitungsverlag"
"1632990151-18824","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Schwäbische Post","Aalen","SDZ Druck und Medien GmbH & Co.KG"
"1632990151-18656","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Lausitzer Rundschau","Cottbus","LR Medienverlag und Druckerei"
"1632990151-18715","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Neue Presse (Coburg)","Coburg","Druck und Verlagsanstalt Neue Presse GmbH"
"1632990151-18757","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Ostheimer Zeitung","Ostheim","Verlag Volker Gunzenheimer"
"1632990151-18755","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Ostfriesische Nachrichten","Aurich","Ostfriesische Nachrichten GmbH"
"1632990151-18519","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Die Kitzinger","Kitzingen","Die Kitzinger + Report Zeitungsverlag- und Druckerei GmbH & Co. KG"
"1632990151-18922","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Windsheimer Zeitung","Windsheim","Nürnberger Presse Druckhaus Nürnberg GmbH & Co."
"1632990151-18658","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Leine-Deister-Zeitung","Gronau","F. Wolff KG"
"1632990151-18623","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Hohenzollerische Zeitung","Hechingen","A. Pretzl GmbH & Co. KG Druckerei und Verlag"
"1632990151-18626","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Hünfelder Zeitung","Hünfeld","Verlag Parzeller GmbH & Co. KG"
"1632990151-18857","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Südkurier","Konstanz","Südkurier GmbH Medienhaus"
"1632990151-18914","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Westfälische Rundschau","","Zeitungsverlag Westfalen GmbH"
"1632990151-18536","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Ebersberger Zeitung","Ebersberg","Münchener Zeitungs-Verlag GmbH & Co. KG"
"1632990151-18458","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Anzeiger für Harlingerland","Wittmund","Brune-Mettcker Druck- und Verlagsgesellschaft mbH"
"1632990151-18673","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Mangfall Bote","Bad Aibling","Oberbayerisches Volksblatt GmbH & Co. Medienhaus KG"
"1632990151-18679","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Marktredwitzer Tageblatt","Marktredwitz","Frankenpost Verlag GmbH"
"1632990151-18728","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Norddeutsche Neueste Nachrichten","Rostock","Norddeutsche Neuesten Nachrichten GmbH"
"1632990151-18521","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Dill-Zeitung","Dillenburg","Druck- und Verlagshaus E. Weidenbach GmbH & Co. KG"
"1632990151-18701","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Münsterländische Volkszeitung","Rheine","Altmeppen Verlag GmbH & Co. KG"
"1632990151-18719","https://de.wikipedia.org/wiki/Liste_deutscher_Zeitungen","Neue Württembergische Zeitung","Göppingen","Neue Württembergische Zeitung"
